JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
"AC|Achats|414|20240424|445660|TVA déductible sur autres biens et services|||AC2024040016|20240424|Achat marchandises lot grossiste|498,60|0,00|||20240424||"
"AC|Achats|414|20240424|607000|Achats de marchandises|||AC2024040016|20240424|Achat marchandises lot grossiste|2493,00|0,00|||20240424||"
"BQ|Banque|429|20240425|401000|Fournisseurs|FR004|Stock Delta|PBQ20240400429|20240425|Règlement fournisseur Stock Delta|8582,40|0,00|L00127|20240425|20240425||"
"BQ|Banque|429|20240425|512000|Banque|||PBQ20240400429|20240425|Règlement fournisseur Stock Delta|0,00|8582,40|L00127|20240425|20240425||"
"BQ|Banque|434|20240425|401000|Fournisseurs|FR004|Stock Delta|PBQ20240400434|20240425|Règlement fournisseur Stock Delta|3241,20|0,00|L00131|20240425|20240425||"
"BQ|Banque|434|20240425|512000|Banque|||PBQ20240400434|20240425|Règlement fournisseur Stock Delta|0,00|3241,20|L00131|20240425|20240425||"
"BQ|Banque|375|20240426|411000|Clients|CL003|Supérette du Centre|RBQ20240400375|20240426|Règlement client Supérette du Centre|0,00|3729,78|||20240426||"
"BQ|Banque|375|20240426|512000|Banque|||RBQ20240400375|20240426|Règlement client Supérette du Centre|3729,78|0,00|||20240426||"
"AC|Achats|399|20240426|401000|Fournisseurs|FR001|Grossiste Alpha|AC2024040001|20240426|Achat marchandises import|0,00|8218,80|||20240426||"
"AC|Achats|399|20240426|445660|TVA déductible sur autres biens et services|||AC2024040001|20240426|Achat marchandises import|1369,80|0,00|||20240426||"
"AC|Achats|399|20240426|607000|Achats de marchandises|||AC2024040001|20240426|Achat marchandises import|6849,00|0,00|||20240426||"
"AC|Achats|413|20240426|401000|Fournisseurs|FR005|Fournitures Gamma|AC2024040015|20240426|Achat marchandises réapprovisionnement|0,00|6682,80|||20240426||"
"AC|Achats|413|20240426|445660|TVA déductible sur autres biens et services|||AC2024040015|20240426|Achat marchandises réapprovisionnement|1113,80|0,00|||20240426||"
"AC|Achats|413|20240426|607000|Achats de marchandises|||AC2024040015|20240426|Achat marchandises réapprovisionnement|5569,00|0,00|||20240426||"
"OD|Opérations diverses|453|20240426|421000|Personnel - rémunérations dues|||PAIE202404|20240426|Constatation paie mensuelle|0,00|14824,68|||20240426||"
"OD|Opérations diverses|453|20240426|431000|Sécurité sociale|||PAIE202404|20240426|Constatation paie mensuelle|0,00|7982,52|||20240426||"
"OD|Opérations diverses|453|20240426|442100|Prélèvement à la source|||PAIE202404|20240426|Constatation paie mensuelle|0,00|4181,32|||20240426||"
"OD|Opérations diverses|453|20240426|641000|Rémunérations du personnel|||PAIE202404|20240426|Constatation paie mensuelle|19006,00|0,00|||20240426||"
"AC|Achats|460|20240426|401000|Fournisseurs|FR006|Packlog|FG202404002|20240426|Frais généraux et fournitures|0,00|985,20|||20240426||"
"AC|Achats|460|20240426|445660|TVA déductible sur autres biens et services|||FG202404002|20240426|Frais généraux et fournitures|164,20|0,00|||20240426||"
"AC|Achats|460|20240426|606300|Fournitures d'entretien et petit équipement|||FG202404002|20240426|Frais généraux et fournitures|821,00|0,00|||20240426||"
"VE|Ventes|359|20240427|411000|Clients|CL006|Réseau Proxi Nord|VE2024040024|20240427|Vente marchandises lot promotionnel|2617,20|0,00|||20240427||"
"VE|Ventes|359|20240427|445710|TVA collectée|||VE2024040024|20240427|Vente marchandises lot promotionnel|0,00|436,20|||20240427||"
"VE|Ventes|359|20240427|707000|Ventes de marchandises|||VE2024040024|20240427|Vente marchandises lot promotionnel|0,00|2181,00|||20240427||"
"BQ|Banque|367|20240427|411000|Clients|CL006|Réseau Proxi Nord|RBQ20240400367|20240427|Règlement client Réseau Proxi Nord|0,00|1274,10|L00097|20240427|20240427||"
"BQ|Banque|367|20240427|512000|Banque|||RBQ20240400367|20240427|Règlement client Réseau Proxi Nord|1274,10|0,00|L00097|20240427|20240427||"
"BQ|Banque|376|20240427|411000|Clients|CL005|Comptoir Horizon|RBQ20240400376|20240427|Règlement client Comptoir Horizon|0,00|1467,60|L00104|20240427|20240427||"
"BQ|Banque|376|20240427|512000|Banque|||RBQ20240400376|20240427|Règlement client Comptoir Horizon|1467,60|0,00|L00104|20240427|20240427||"
"BQ|Banque|377|20240427|411000|Clients|CL006|Réseau Proxi Nord|RBQ20240400377|20240427|Règlement client Réseau Proxi Nord|0,00|5682,34|||20240427||"
"BQ|Banque|377|20240427|512000|Banque|||RBQ20240400377|20240427|Règlement client Réseau Proxi Nord|5682,34|0,00|||20240427||"
"AC|Achats|402|20240427|401000|Fournisseurs|FR002|Import Beta|AC2024040004|20240427|Achat marchandises lot grossiste|0,00|10574,40|||20240427||"
"AC|Achats|402|20240427|445660|TVA déductible sur autres biens et services|||AC2024040004|20240427|Achat marchandises lot grossiste|1762,40|0,00|||20240427||"
"AC|Achats|402|20240427|607000|Achats de marchandises|||AC2024040004|20240427|Achat marchandises lot grossiste|8812,00|0,00|||20240427||"
"AC|Achats|407|20240427|401000|Fournisseurs|FR005|Fournitures Gamma|AC2024040009|20240427|Achat marchandises collection saisonnière|0,00|10747,20|||20240427||"
"AC|Achats|407|20240427|445660|TVA déductible sur autres biens et services|||AC2024040009|20240427|Achat marchandises collection saisonnière|1791,20|0,00|||20240427||"
"AC|Achats|407|20240427|607000|Achats de marchandises|||AC2024040009|20240427|Achat marchandises collection saisonnière|8956,00|0,00|||20240427||"
"BQ|Banque|432|20240427|401000|Fournisseurs|FR006|Packlog|PBQ20240400432|20240427|Règlement fournisseur Packlog|152,40|0,00|L00129|20240427|20240427||"
"BQ|Banque|432|20240427|512000|Banque|||PBQ20240400432|20240427|Règlement fournisseur Packlog|0,00|152,40|L00129|20240427|20240427||"
"VE|Ventes|339|20240428|411000|Clients|CL012|Maison des Bonnes Affaires|VE2024040004|20240428|Vente marchandises réassort mensuel|1791,60|0,00|||20240428||"
"VE|Ventes|339|20240428|445710|TVA collectée|||VE2024040004|20240428|Vente marchandises réassort mensuel|0,00|298,60|||20240428||"
"VE|Ventes|339|20240428|707000|Ventes de marchandises|||VE2024040004|20240428|Vente marchandises réassort mensuel|0,00|1493,00|||20240428||"
"VE|Ventes|343|20240428|411000|Clients|CL002|Distrib Ouest|VE2024040008|20240428|Vente marchandises réassort mensuel|5743,20|0,00|||20240428||"
"VE|Ventes|343|20240428|445710|TVA collectée|||VE2024040008|20240428|Vente marchandises réassort mensuel|0,00|957,20|||20240428||"
"VE|Ventes|343|20240428|707000|Ventes de marchandises|||VE2024040008|20240428|Vente marchandises réassort mensuel|0,00|4786,00|||20240428||"
"VE|Ventes|355|20240428|411000|Clients|CL002|Distrib Ouest|VE2024040020|20240428|Vente marchandises réassort mensuel|10928,40|0,00|||20240428||"
"VE|Ventes|355|20240428|445710|TVA collectée|||VE2024040020|20240428|Vente marchandises réassort mensuel|0,00|1821,40|||20240428||"
"VE|Ventes|355|20240428|707000|Ventes de marchandises|||VE2024040020|20240428|Vente marchandises réassort mensuel|0,00|9107,00|||20240428||"
"VE|Ventes|364|20240428|411000|Clients|CL011|Centrale Commerce|VE2024040029|20240428|Vente marchandises assortiment saisonnier|3915,60|0,00|||20240428||"
"VE|Ventes|364|20240428|445710|TVA collectée|||VE2024040029|20240428|Vente marchandises assortiment saisonnier|0,00|652,60|||20240428||"
"VE|Ventes|364|20240428|707000|Ventes de marchandises|||VE2024040029|20240428|Vente marchandises assortiment saisonnier|0,00|3263,00|||20240428||"
"AC|Achats|409|20240428|401000|Fournisseurs|FR001|Grossiste Alpha|AC2024040011|20240428|Achat marchandises collection saisonnière|0,00|14331,60|||20240428||"
"AC|Achats|409|20240428|445660|TVA déductible sur autres biens et services|||AC2024040011|20240428|Achat marchandises collection saisonnière|2388,60|0,00|||20240428||"
"AC|Achats|409|20240428|607000|Achats de marchandises|||AC2024040011|20240428|Achat marchandises collection saisonnière|11943,00|0,00|||20240428||"
"BQ|Banque|436|20240428|401000|Fournisseurs|FR001|Grossiste Alpha|PBQ20240400436|20240428|Règlement fournisseur Grossiste Alpha|1225,93|0,00|||20240428||"
"BQ|Banque|436|20240428|512000|Banque|||PBQ20240400436|20240428|Règlement fournisseur Grossiste Alpha|0,00|1225,93|||20240428||"
"BQ|Banque|440|20240428|401000|Fournisseurs|FR001|Grossiste Alpha|PBQ20240400440|20240428|Règlement fournisseur Grossiste Alpha|2618,26|0,00|||20240428||"
"BQ|Banque|440|20240428|512000|Banque|||PBQ20240400440|20240428|Règlement fournisseur Grossiste Alpha|0,00|2618,26|||20240428||"
"BQ|Banque|454|20240428|421000|Personnel - rémunérations dues|||VIRPAIE202404|20240428|Paiement des salaires|14824,68|0,00|||20240428||"
"BQ|Banque|454|20240428|512000|Banque|||VIRPAIE202404|20240428|Paiement des salaires|0,00|14824,68|||20240428||"
"BQ|Banque|455|20240428|431000|Sécurité sociale|||URSSAF202404|20240428|Paiement charges sociales|7982,52|0,00|||20240428||"
"BQ|Banque|455|20240428|442100|Prélèvement à la source|||URSSAF202404|20240428|Paiement charges sociales|4181,32|0,00|||20240428||"
"BQ|Banque|455|20240428|512000|Banque|||URSSAF202404|20240428|Paiement charges sociales|0,00|12163,84|||20240428||"
"BQ|Banque|534|20240501|411000|Clients|CL003|Supérette du Centre|RBQ20240500534|20240501|Règlement client Supérette du Centre|0,00|10028,88|L00173|20240501|20240501||"
"BQ|Banque|534|20240501|512000|Banque|||RBQ20240500534|20240501|Règlement client Supérette du Centre|10028,88|0,00|L00173|20240501|20240501||"
"BQ|Banque|581|20240501|401000|Fournisseurs|FR003|Euro Négoce|PBQ20240500581|20240501|Règlement fournisseur Euro Négoce|11572,80|0,00|L00187|20240501|20240501||"
"BQ|Banque|581|20240501|512000|Banque|||PBQ20240500581|20240501|Règlement fournisseur Euro Négoce|0,00|11572,80|L00187|20240501|20240501||"
"BQ|Banque|600|20240501|401000|Fournisseurs|FR006|Packlog|PBQ20240500600|20240501|Règlement fournisseur Packlog|879,60|0,00|L00204|20240501|20240501||"
"BQ|Banque|600|20240501|512000|Banque|||PBQ20240500600|20240501|Règlement fournisseur Packlog|0,00|879,60|L00204|20240501|20240501||"
"VE|Ventes|476|20240502|411000|Clients|CL010|NegoPlus|VE2024050015|20240502|Vente marchandises assortiment saisonnier|4786,80|0,00|||20240502||"
"VE|Ventes|476|20240502|445710|TVA collectée|||VE2024050015|20240502|Vente marchandises assortiment saisonnier|0,00|797,80|||20240502||"
"VE|Ventes|476|20240502|707000|Ventes de marchandises|||VE2024050015|20240502|Vente marchandises assortiment saisonnier|0,00|3989,00|||20240502||"
"VE|Ventes|481|20240502|411000|Clients|CL001|HyperMarché Atlantique|VE2024050020|20240502|Vente marchandises assortiment saisonnier|3654,00|0,00|||20240502||"
"VE|Ventes|481|20240502|445710|TVA collectée|||VE2024050020|20240502|Vente marchandises assortiment saisonnier|0,00|609,00|||20240502||"
"VE|Ventes|481|20240502|707000|Ventes de marchandises|||VE2024050020|20240502|Vente marchandises assortiment saisonnier|0,00|3045,00|||20240502||"
"BQ|Banque|530|20240502|411000|Clients|CL003|Supérette du Centre|RBQ20240500530|20240502|Règlement client Supérette du Centre|0,00|6479,82|L00170|20240502|20240502||"
"BQ|Banque|530|20240502|512000|Banque|||RBQ20240500530|20240502|Règlement client Supérette du Centre|6479,82|0,00|L00170|20240502|20240502||"
"BQ|Banque|571|20240502|401000|Fournisseurs|FR004|Stock Delta|PBQ20240500571|20240502|Règlement fournisseur Stock Delta|11044,80|0,00|L00179|20240502|20240502||"
"BQ|Banque|571|20240502|512000|Banque|||PBQ20240500571|20240502|Règlement fournisseur Stock Delta|0,00|11044,80|L00179|20240502|20240502||"
"BQ|Banque|597|20240502|401000|Fournisseurs|FR007|Transport LogiTrans|PBQ20240500597|20240502|Règlement fournisseur Transport LogiTrans|812,40|0,00|L00201|20240502|20240502||"
"BQ|Banque|597|20240502|512000|Banque|||PBQ20240500597|20240502|Règlement fournisseur Transport LogiTrans|0,00|812,40|L00201|20240502|20240502||"
"VE|Ventes|462|20240503|411000|Clients|CL012|Maison des Bonnes Affaires|VE2024050001|20240503|Vente marchandises lot promotionnel|2137,20|0,00|||20240503||"
"VE|Ventes|462|20240503|445710|TVA collectée|||VE2024050001|20240503|Vente marchandises lot promotionnel|0,00|356,20|||20240503||"
"VE|Ventes|462|20240503|707000|Ventes de marchandises|||VE2024050001|20240503|Vente marchandises lot promotionnel|0,00|1781,00|||20240503||"
"VE|Ventes|471|20240503|411000|Clients|CL007|Marché Express|VE2024050010|20240503|Vente marchandises réassort mensuel|10897,20|0,00|||20240503||"
"VE|Ventes|471|20240503|445710|TVA collectée|||VE2024050010|20240503|Vente marchandises réassort mensuel|0,00|1816,20|||20240503||"
"VE|Ventes|471|20240503|707000|Ventes de marchandises|||VE2024050010|20240503|Vente marchandises réassort mensuel|0,00|9081,00|||20240503||"
"VE|Ventes|477|20240503|411000|Clients|CL007|Marché Express|VE2024050016|20240503|Vente marchandises réassort mensuel|10873,20|0,00|||20240503||"
"VE|Ventes|477|20240503|445710|TVA collectée|||VE2024050016|20240503|Vente marchandises réassort mensuel|0,00|1812,20|||20240503||"
"VE|Ventes|477|20240503|707000|Ventes de marchandises|||VE2024050016|20240503|Vente marchandises réassort mensuel|0,00|9061,00|||20240503||"
"BQ|Banque|536|20240503|411000|Clients|CL001|HyperMarché Atlantique|RBQ20240500536|20240503|Règlement client HyperMarché Atlantique|0,00|820,28|||20240503||"
"BQ|Banque|536|20240503|512000|Banque|||RBQ20240500536|20240503|Règlement client HyperMarché Atlantique|820,28|0,00|||20240503||"
"BQ|Banque|537|20240503|411000|Clients|CL006|Réseau Proxi Nord|RBQ20240500537|20240503|Règlement client Réseau Proxi Nord|0,00|4264,80|L00174|20240503|20240503||"
"BQ|Banque|537|20240503|512000|Banque|||RBQ20240500537|20240503|Règlement client Réseau Proxi Nord|4264,80|0,00|L00174|20240503|20240503||"
"BQ|Banque|538|20240503|411000|Clients|CL002|Distrib Ouest|RBQ20240500538|20240503|Règlement client Distrib Ouest|0,00|4442,40|L00175|20240503|20240503||"
"BQ|Banque|538|20240503|512000|Banque|||RBQ20240500538|20240503|Règlement client Distrib Ouest|4442,40|0,00|L00175|20240503|20240503||"
"AC|Achats|552|20240503|401000|Fournisseurs|FR001|Grossiste Alpha|AC2024050012|20240503|Achat marchandises réapprovisionnement|0,00|15740,64|||20240503||"
"AC|Achats|552|20240503|445660|TVA déductible sur autres biens et services|||AC2024050012|20240503|Achat marchandises réapprovisionnement|2623,44|0,00|||20240503||"
"AC|Achats|552|20240503|607000|Achats de marchandises|||AC2024050012|20240503|Achat marchandises réapprovisionnement|13117,20|0,00|||20240503||"
"BQ|Banque|601|20240503|401000|Fournisseurs|FR005|Fournitures Gamma|PBQ20240500601|20240503|Règlement fournisseur Fournitures Gamma|1224,43|0,00|L00205|20240503|20240503||"
"BQ|Banque|601|20240503|512000|Banque|||PBQ20240500601|20240503|Règlement fournisseur Fournitures Gamma|0,00|1224,43|L00205|20240503|20240503||"
"AC|Achats|612|20240503|401000|Fournisseurs|FR006|Packlog|FG202405002|20240503|Frais généraux et fournitures|0,00|984,00|||20240503||"
"AC|Achats|612|20240503|445660|TVA déductible sur autres biens et services|||FG202405002|20240503|Frais généraux et fournitures|164,00|0,00|||20240503||"
"AC|Achats|612|20240503|606300|Fournitures d'entretien et petit équipement|||FG202405002|20240503|Frais généraux et fournitures|820,00|0,00|||20240503||"
"VE|Ventes|467|20240504|411000|Clients|CL001|HyperMarché Atlantique|VE2024050006|20240504|Vente marchandises réassort mensuel|6664,80|0,00|||20240504||"
"VE|Ventes|467|20240504|445710|TVA collectée|||VE2024050006|20240504|Vente marchandises réassort mensuel|0,00|1110,80|||20240504||"
"VE|Ventes|467|20240504|707000|Ventes de marchandises|||VE2024050006|20240504|Vente marchandises réassort mensuel|0,00|5554,00|||20240504||"
"VE|Ventes|486|20240504|411000|Clients|CL007|Marché Express|VE2024050025|20240504|Vente marchandises gamme standard|7008,00|0,00|||20240504||"
"VE|Ventes|486|20240504|445710|TVA collectée|||VE2024050025|20240504|Vente marchandises gamme standard|0,00|1168,00|||20240504||"
"VE|Ventes|486|20240504|707000|Ventes de marchandises|||VE2024050025|20240504|Vente marchandises gamme standard|0,00|5840,00|||20240504||"
"AC|Achats|544|20240504|401000|Fournisseurs|FR002|Import Beta|AC2024050004|20240504|Achat marchandises lot grossiste|0,00|14402,88|||20240504||"
"AC|Achats|544|20240504|445660|TVA déductible sur autres biens et services|||AC2024050004|20240504|Achat marchandises lot grossiste|2400,48|0,00|||20240504||"
"AC|Achats|544|20240504|607000|Achats de marchandises|||AC2024050004|20240504|Achat marchandises lot grossiste|12002,40|0,00|||20240504||"
"BQ|Banque|588|20240504|401000|Fournisseurs|FR001|Grossiste Alpha|PBQ20240500588|20240504|Règlement fournisseur Grossiste Alpha|4935,06|0,00|L00193|20240504|20240504||"
"BQ|Banque|588|20240504|512000|Banque|||PBQ20240500588|20240504|Règlement fournisseur Grossiste Alpha|0,00|4935,06|L00193|20240504|20240504||"
"VE|Ventes|465|20240505|411000|Clients|CL006|Réseau Proxi Nord|VE2024050004|20240505|Vente marchandises gamme standard|11084,40|0,00|||20240505||"
"VE|Ventes|465|20240505|445710|TVA collectée|||VE2024050004|20240505|Vente marchandises gamme standard|0,00|1847,40|||20240505||"
"VE|Ventes|465|20240505|707000|Ventes de marchandises|||VE2024050004|20240505|Vente marchandises gamme standard|0,00|9237,00|||20240505||"
"BQ|Banque|512|20240505|411000|Clients|CL005|Comptoir Horizon|RBQ20240500512|20240505|Règlement client Comptoir Horizon|0,00|7315,20|L00154|20240505|20240505||"
"BQ|Banque|512|20240505|512000|Banque|||RBQ20240500512|20240505|Règlement client Comptoir Horizon|7315,20|0,00|L00154|20240505|20240505||"
"AC|Achats|556|20240505|401000|Fournisseurs|FR005|Fournitures Gamma|AC2024050016|20240505|Achat marchandises import|0,00|8552,16|||20240505||"
"AC|Achats|556|20240505|445660|TVA déductible sur autres biens et services|||AC2024050016|20240505|Achat marchandises import|1425,36|0,00|||20240505||"
"AC|Achats|556|20240505|607000|Achats de marchandises|||AC2024050016|20240505|Achat marchandises import|7126,80|0,00|||20240505||"
"OD|Opérations diverses|602|20240505|401000|Fournisseurs|FRB01|SCI Entrepôts|LOY202405|20240505|Loyer entrepôt et bureaux|0,00|3360,00|||20240505||"
"OD|Opérations diverses|602|20240505|445660|TVA déductible sur autres biens et services|||LOY202405|20240505|Loyer entrepôt et bureaux|560,00|0,00|||20240505||"
"OD|Opérations diverses|602|20240505|613200|Locations immobilières|||LOY202405|20240505|Loyer entrepôt et bureaux|2800,00|0,00|||20240505||"
"VE|Ventes|488|20240506|411000|Clients|CL009|Union Retail|VE2024050027|20240506|Vente marchandises lot promotionnel|8434,80|0,00|||20240506||"
"VE|Ventes|488|20240506|445710|TVA collectée|||VE2024050027|20240506|Vente marchandises lot promotionnel|0,00|1405,80|||20240506||"
"VE|Ventes|488|20240506|707000|Ventes de marchandises|||VE2024050027|20240506|Vente marchandises lot promotionnel|0,00|7029,00|||20240506||"
"BQ|Banque|569|20240506|401000|Fournisseurs|FR003|Euro Négoce|PBQ20240500569|20240506|Règlement fournisseur Euro Négoce|1749,60|0,00|L00177|20240506|20240506||"
"BQ|Banque|569|20240506|512000|Banque|||PBQ20240500569|20240506|Règlement fournisseur Euro Négoce|0,00|1749,60|L00177|20240506|20240506||"
"BQ|Banque|587|20240506|401000|Fournisseurs|FR005|Fournitures Gamma|PBQ20240500587|20240506|Règlement fournisseur Fournitures Gamma|5512,80|0,00|L00192|20240506|20240506||"
"BQ|Banque|587|20240506|512000|Banque|||PBQ20240500587|20240506|Règlement fournisseur Fournitures Gamma|0,00|5512,80|L00192|20240506|20240506||"
"VE|Ventes|472|20240507|411000|Clients|CL010|NegoPlus|VE2024050011|20240507|Vente marchandises gamme standard|7897,20|0,00|||20240507||"
"VE|Ventes|472|20240507|445710|TVA collectée|||VE2024050011|20240507|Vente marchandises gamme standard|0,00|1316,20|||20240507||"
"VE|Ventes|472|20240507|707000|Ventes de marchandises|||VE2024050011|20240507|Vente marchandises gamme standard|0,00|6581,00|||20240507||"
"VE|Ventes|480|20240507|411000|Clients|CL010|NegoPlus|VE2024050019|20240507|Vente marchandises réassort mensuel|10969,20|0,00|||20240507||"
"VE|Ventes|480|20240507|445710|TVA collectée|||VE2024050019|20240507|Vente marchandises réassort mensuel|0,00|1828,20|||20240507||"
"VE|Ventes|480|20240507|707000|Ventes de marchandises|||VE2024050019|20240507|Vente marchandises réassort mensuel|0,00|9141,00|||20240507||"
"BQ|Banque|518|20240507|411000|Clients|CL011|Centrale Commerce|RBQ20240500518|20240507|Règlement client Centrale Commerce|0,00|8559,60|L00160|20240507|20240507||"
"BQ|Banque|518|20240507|512000|Banque|||RBQ20240500518|20240507|Règlement client Centrale Commerce|8559,60|0,00|L00160|20240507|20240507||"
"BQ|Banque|577|20240507|401000|Fournisseurs|FR001|Grossiste Alpha|PBQ20240500577|20240507|Règlement fournisseur Grossiste Alpha|8218,80|0,00|L00184|20240507|20240507||"
"BQ|Banque|577|20240507|512000|Banque|||PBQ20240500577|20240507|Règlement fournisseur Grossiste Alpha|0,00|8218,80|L00184|20240507|20240507||"
"VE|Ventes|489|20240508|411000|Clients|CL001|HyperMarché Atlantique|VE2024050028|20240508|Vente marchandises lot promotionnel|3120,00|0,00|||20240508||"
"VE|Ventes|489|20240508|445710|TVA collectée|||VE2024050028|20240508|Vente marchandises lot promotionnel|0,00|520,00|||20240508||"
"VE|Ventes|489|20240508|707000|Ventes de marchandises|||VE2024050028|20240508|Vente marchandises lot promotionnel|0,00|2600,00|||20240508||"
"VE|Ventes|495|20240508|411000|Clients|CL005|Comptoir Horizon|VE2024050034|20240508|Vente marchandises lot promotionnel|6828,00|0,00|||20240508||"
"VE|Ventes|495|20240508|445710|TVA collectée|||VE2024050034|20240508|Vente marchandises lot promotionnel|0,00|1138,00|||20240508||"
"VE|Ventes|495|20240508|707000|Ventes de marchandises|||VE2024050034|20240508|Vente marchandises lot promotionnel|0,00|5690,00|||20240508||"
"BQ|Banque|511|20240508|411000|Clients|CL001|HyperMarché Atlantique|RBQ20240500511|20240508|Règlement client HyperMarché Atlantique|0,00|5136,42|L00153|20240508|20240508||"
"BQ|Banque|511|20240508|512000|Banque|||RBQ20240500511|20240508|Règlement client HyperMarché Atlantique|5136,42|0,00|L00153|20240508|20240508||"
"AC|Achats|555|20240508|401000|Fournisseurs|FR005|Fournitures Gamma|AC2024050015|20240508|Achat marchandises réapprovisionnement|0,00|6852,96|||20240508||"
"AC|Achats|555|20240508|445660|TVA déductible sur autres biens et services|||AC2024050015|20240508|Achat marchandises réapprovisionnement|1142,16|0,00|||20240508||"
"AC|Achats|555|20240508|607000|Achats de marchandises|||AC2024050015|20240508|Achat marchandises réapprovisionnement|5710,80|0,00|||20240508||"
"AC|Achats|558|20240508|401000|Fournisseurs|FR003|Euro Négoce|AC2024050018|20240508|Achat marchandises import|0,00|5107,68|||20240508||"
"AC|Achats|558|20240508|445660|TVA déductible sur autres biens et services|||AC2024050018|20240508|Achat marchandises import|851,28|0,00|||20240508||"
"AC|Achats|558|20240508|607000|Achats de marchandises|||AC2024050018|20240508|Achat marchandises import|4256,40|0,00|||20240508||"
"AC|Achats|565|20240508|401000|Fournisseurs|FR002|Import Beta|AC2024050025|20240508|Achat marchandises import|0,00|8822,88|||20240508||"
"AC|Achats|565|20240508|445660|TVA déductible sur autres biens et services|||AC2024050025|20240508|Achat marchandises import|1470,48|0,00|||20240508||"
"AC|Achats|565|20240508|607000|Achats de marchandises|||AC2024050025|20240508|Achat marchandises import|7352,40|0,00|||20240508||"
"BQ|Banque|589|20240508|401000|Fournisseurs|FR002|Import Beta|PBQ20240500589|20240508|Règlement fournisseur Import Beta|13965,60|0,00|L00194|20240508|20240508||"
"BQ|Banque|589|20240508|512000|Banque|||PBQ20240500589|20240508|Règlement fournisseur Import Beta|0,00|13965,60|L00194|20240508|20240508||"
"AC|Achats|608|20240508|401000|Fournisseurs|FR007|Transport LogiTrans|TR202405003|20240508|Facture transport marchandises|0,00|1058,40|||20240508||"
"AC|Achats|608|20240508|445660|TVA déductible sur autres biens et services|||TR202405003|20240508|Facture transport marchandises|176,40|0,00|||20240508||"
"AC|Achats|608|20240508|624100|Transports sur achats|||TR202405003|20240508|Facture transport marchandises|882,00|0,00|||20240508||"
"VE|Ventes|478|20240509|411000|Clients|CL010|NegoPlus|VE2024050017|20240509|Vente marchandises lot promotionnel|3295,20|0,00|||20240509||"
"VE|Ventes|478|20240509|445710|TVA collectée|||VE2024050017|20240509|Vente marchandises lot promotionnel|0,00|549,20|||20240509||"
"VE|Ventes|478|20240509|707000|Ventes de marchandises|||VE2024050017|20240509|Vente marchandises lot promotionnel|0,00|2746,00|||20240509||"
"VE|Ventes|487|20240509|411000|Clients|CL011|Centrale Commerce|VE2024050026|20240509|Vente marchandises gamme standard|5433,60|0,00|||20240509||"
"VE|Ventes|487|20240509|445710|TVA collectée|||VE2024050026|20240509|Vente marchandises gamme standard|0,00|905,60|||20240509||"
"VE|Ventes|487|20240509|707000|Ventes de marchandises|||VE2024050026|20240509|Vente marchandises gamme standard|0,00|4528,00|||20240509||"
"BQ|Banque|504|20240509|411000|Clients|CL002|Distrib Ouest|RBQ20240500504|20240509|Règlement client Distrib Ouest|0,00|5743,20|L00148|20240509|20240509||"
"BQ|Banque|504|20240509|512000|Banque|||RBQ20240500504|20240509|Règlement client Distrib Ouest|5743,20|0,00|L00148|20240509|20240509||"
"BQ|Banque|583|20240509|401000|Fournisseurs|FR002|Import Beta|PBQ20240500583|20240509|Règlement fournisseur Import Beta|10574,40|0,00|L00188|20240509|20240509||"
"BQ|Banque|583|20240509|512000|Banque|||PBQ20240500583|20240509|Règlement fournisseur Import Beta|0,00|10574,40|L00188|20240509|20240509||"
"AC|Achats|611|20240509|401000|Fournisseurs|FR006|Packlog|FG202405001|20240509|Frais généraux et fournitures|0,00|200,40|||20240509||"
"AC|Achats|611|20240509|445660|TVA déductible sur autres biens et services|||FG202405001|20240509|Frais généraux et fournitures|33,40|0,00|||20240509||"
"AC|Achats|611|20240509|606300|Fournitures d'entretien et petit équipement|||FG202405001|20240509|Frais généraux et fournitures|167,00|0,00|||20240509||"
"AC|Achats|613|20240509|401000|Fournisseurs|FR006|Packlog|FG202405003|20240509|Frais généraux et fournitures|0,00|811,20|||20240509||"
"AC|Achats|613|20240509|445660|TVA déductible sur autres biens et services|||FG202405003|20240509|Frais généraux et fournitures|135,20|0,00|||20240509||"
"AC|Achats|613|20240509|606300|Fournitures d'entretien et petit équipement|||FG202405003|20240509|Frais généraux et fournitures|676,00|0,00|||20240509||"
"VE|Ventes|485|20240510|411000|Clients|CL008|Bazar Premium|VE2024050024|20240510|Vente marchandises assortiment saisonnier|1286,40|0,00|||20240510||"
"VE|Ventes|485|20240510|445710|TVA collectée|||VE2024050024|20240510|Vente marchandises assortiment saisonnier|0,00|214,40|||20240510||"
"VE|Ventes|485|20240510|707000|Ventes de marchandises|||VE2024050024|20240510|Vente marchandises assortiment saisonnier|0,00|1072,00|||20240510||"
"VE|Ventes|496|20240510|411000|Clients|CL005|Comptoir Horizon|VE2024050035|20240510|Vente marchandises réassort mensuel|5035,20|0,00|||20240510||"
"VE|Ventes|496|20240510|445710|TVA collectée|||VE2024050035|20240510|Vente marchandises réassort mensuel|0,00|839,20|||20240510||"
"VE|Ventes|496|20240510|707000|Ventes de marchandises|||VE2024050035|20240510|Vente marchandises réassort mensuel|0,00|4196,00|||20240510||"
